KELP_ID,FTRCD,RA,RI,LOCATION,FEATURE,SPECIES,BIOMASS,DENSITY,KLPCMMNT,SOURCE1,PROJECT,GEOMETRY,OBJECTID,AREA_SQM,FEAT_LEN,X_COORDINATE,Y_COORDINATE
36167,,0,4,Nootka Island,KELP,Giant Kelp,70,High,,CH3662,WCVI,,2826010,6619.0497,430.8881,,
36172,,0,5,Nootka Island,KELP,Giant Kelp,22,Low,,CH3662,WCVI,,2826011,2138.3667,221.7176,,
34509,,0,3,,,,0,,,,,,2826172,549.6463,110.7237,,
34514,,0,4,,,,0,,,CH3539,NSOG2,,2826173,1744.9314,1422.4734,,
34515,,0,3,,,,0,,,,,,2826174,82.6051,34.5329,,
34517,,0,3,,KELP,,0,,,CH3682,WCVI,,2826175,42473.4005,918.5055,,
34520,,0,3,,,,0,,,,,,2826176,87.1637,35.4271,,
34521,,0,3,,,,0,,,,,,2826177,96.243,42.3361,,
34524,,0,3,,,,0,,,,,,2826178,170.7643,50.4877,,
34525,,0,3,,,,0,,,,,,2826179,149.0727,51.6919,,
34527,,0,3,,,,0,,,,,,2826180,267.4318,69.1193,,
34528,,0,3,,,,0,,,,,,2826181,143.11,44.9591,,
34529,,0,3,,KELP,,0,,,CH3682,WCVI,,2826182,53344.2929,840.2966,,
34530,,0,3,,KELP,,0,,,CH3683,WCVI,,2826183,38243.9639,800.6364,,
34531,,0,3,,KELP,,0,,,CH3683,WCVI,,2826184,70312.5949,1150.2626,,
34532,,0,3,,,,0,,,,,,2826185,361.2082,74.4357,,
34537,,0,3,,,,0,,,,,,2826186,88.6526,37.5636,,
37199,,0,5,Hesquiat Peninsula,KELP,Bull Kelp,102,Low,,CH3640,WCVI,,2826387,28369.3824,1467.5546,,
37201,,0,5,Hesquiat Peninsula,KELP,Giant Kelp,41,High,,CH3640,WCVI,,2826388,427.5631,84.4703,,
37203,,0,5,Hesquiat Peninsula,KELP,Giant Kelp,11,Low,,CH3640,WCVI,,2826389,1047.9803,149.0435,,
37204,,0,3,,,,0,,,,,,2826390,287.0606,79.4974,,
37205,,0,3,,,,0,,,,,,2826391,121.4917,51.8913,,
37206,,0,3,Hesquiat Peninsula,,Bull Kelp,209,Low,,,NOOTKA,,2826392,477.4499,88.7304,,
37212,,0,5,Hesquiat Peninsula,KELP,Giant Kelp,14,High,,CH3640,WCVI,,2826393,1371.4907,188.8542,,
37216,,0,3,Hesquiat Peninsula,,Giant Kelp,31,Low,,,NOOTKA,,2826394,1008.12,139.1455,,
37217,,0,5,Hesquiat Peninsula,KELP,Bull Kelp,17,Low,,CH3640,WCVI,,2826395,4853.469,381.9856,,
37218,,0,3,Hesquiat Peninsula,,Bull Kelp,209,Low,,,NOOTKA,,2826396,40.9017,34.2696,,
37220,,0,3,Hesquiat Peninsula,,Giant Kelp,31,Low,,,NOOTKA,,2826397,46.8481,32.4767,,
37223,,0,5,Hesquiat Peninsula,KELP,Giant Kelp,9,High,,CH3640,WCVI,,2826398,474.1561,90.8003,,
36922,,0,3,Hesquiat Peninsula,,Giant Kelp,221,High,,,NOOTKA,,2825820,87.7654,86.071,,
36925,,0,3,Hesquiat Peninsula,,Giant Kelp,4,Low,,,NOOTKA,,2825821,420.1276,80.6357,,
36926,,0,3,Hesquiat Peninsula,,Giant Kelp,21,Low,,,NOOTKA,,2825822,2008.1909,211.7437,,
36927,,0,3,Hesquiat Peninsula,,Giant Kelp,10,Low,,,NOOTKA,,2825823,992.6783,137.912,,
36931,,0,3,Hesquiat Peninsula,,Giant Kelp,485,High,,,NOOTKA,,2825824,2514.5844,241.9173,,
36934,,0,3,Hesquiat Peninsula,,Giant Kelp,64,High,,,NOOTKA,,2825825,6070.4602,490.579,,
36936,,0,3,Hesquiat Peninsula,,Giant Kelp,152,Low,,,NOOTKA,,2825826,14331.6453,1116.7477,,
36938,,0,4,Hesquiat Peninsula,KELP,Mixed,8,Low,,CH3640,WCVI,,2825827,534.5337,95.5015,,
36943,,0,3,Hesquiat Peninsula,,Giant Kelp,19,Low,,,NOOTKA,,2825828,1830.1945,182.2631,,
34343,,0,3,,KELP,,0,,,CH3683,WCVI,,2825829,78925.9026,1244.582,,
34344,,0,3,,,,0,,,,,,2825830,673.2528,96.8646,,
36177,,0,3,Nootka Island,,Giant Kelp,118,Low,,,NOOTKA,,2826012,11085.6007,795.8066,,
36178,,0,5,Nootka Island,KELP,Giant Kelp,8,Low,,CH3662,WCVI,,2826013,828.6946,114.7026,,
36180,,0,4,Nootka Island,KELP,Giant Kelp,244,High,,CH3662,WCVI,,2826014,375.3402,81.9147,,
36181,,0,3,Nootka Sound,,Giant Kelp,16,Low,,,NOOTKA,,2826015,1573.8279,188.7954,,
36182,,0,4,Nootka Island,KELP,Giant Kelp,16,Low,,CH3662,WCVI,,2826016,1443.3872,172.1228,,
36183,,0,3,Nootka Island,,Giant Kelp,16,Low,,,NOOTKA,,2826017,126.8133,60.2668,,
36185,,0,4,Nootka Island,KELP,Giant Kelp,244,High,,CH3662,WCVI,,2826018,7276.9314,483.6564,,
36186,,0,3,Nootka Island,,Giant Kelp,6,Low,,,NOOTKA,,2826019,636.4818,92.284,,
36187,,0,3,Nootka Island,,Giant Kelp,18,Low,,,NOOTKA,,2826020,1701.2412,212.9568,,
36188,,0,3,Nootka Sound,,Giant Kelp,46,Low,,,NOOTKA,,2826021,4312.6721,409.5529,,
34539,,0,3,,KELP,,0,,,CH3683,WCVI,,2826187,17559.6596,562.6605,,
34541,,0,3,,,,0,,,,,,2826188,146.9213,51.076,,
34542,,0,3,,,,0,,,,,,2826189,275.078,64.8101,,
34543,,0,3,,,,0,,,,,,2826190,262.4663,60.3795,,
34548,,0,3,,,,0,,,,,,2826191,43.8758,25.7331,,
34550,,0,3,,,Bull Kelp,0,,,,NSOG1,,2826192,26830.8759,710.0799,,
34553,,0,4,,,Bull Kelp,0,,,CH3539,NSOG2,,2826193,725.2443,451.6774,,
34554,,0,3,,,,0,,,,,,2826194,495.5873,100.1055,,
34555,,3,4,,KELP,Bull Kelp,0,,,CH3539,NSOG2,,2826195,19245.783,538.8767,,
34558,,0,3,,,,0,,,,,,2826196,155.7794,52.4849,,
34560,,0,3,,,,0,,,,,,2826197,809.8149,124.6402,,
34562,,0,3,,,,0,,,,,,2826198,107.7291,42.856,,
34568,,0,3,,KELP,,0,,,CH3683,WCVI,,2826199,96322.1804,2253.6232,,
34569,,0,3,,,,0,,,,,,2826200,286.2466,68.6681,,
34571,,0,3,,KELP,,0,,,CH3683,WCVI,,2826201,63989.3603,1466.5771,,
37224,,0,5,Hesquiat Peninsula,KELP,Bull Kelp,36,Low,,CH3640,WCVI,,2826399,10081.8369,599.1654,,
37228,,0,5,Hesquiat Peninsula,KELP,Mixed,38,Low,,CH3640,WCVI,,2826400,5272.9675,368.6344,,
37231,,0,5,Hesquiat Peninsula,KELP,Bull Kelp,10,High,,CH3640,WCVI,,2826401,798.4629,157.5906,,
37232,,0,5,,KELP,,0,,,CH3640,WCVI,,2826402,3792.535,339.3791,,
37233,,0,5,Hesquiat Peninsula,KELP,Bull Kelp,6,High,,CH3640,WCVI,,2826403,510.5474,97.0408,,
37234,,0,5,Hesquiat Peninsula,KELP,Giant Kelp,9,Low,,CH3640,WCVI,,2826404,881.5543,115.7073,,
37235,,0,3,Hesquiat Peninsula,,Bull Kelp,43,Low,,,NOOTKA,,2826405,5744.0794,367.0076,,
37240,,0,5,Hesquiat Peninsula,KELP,Bull Kelp,6,Low,,CH3640,WCVI,,2826406,1814.6363,169.2548,,
37241,,0,5,Hesquiat Peninsula,KELP,Mixed,9,Low,,CH3640,WCVI,,2826407,1241.6768,139.1755,,
37242,,0,3,Hesquiat Peninsula,,Bull Kelp,18,High,,,NOOTKA,,2826408,1422.4788,141.4339,,
37243,,0,5,Hesquiat Peninsula,KELP,Mixed,8,Low,,CH3640,WCVI,,2826409,1115.2022,158.7644,,
34631,,0,3,,,,0,,,CH3539,NSOG2,,2826410,4899.1076,3119.3803,,
34346,,3,3,,KELP,,0,,,3559,JOHNST,,2825831,180421.3104,2484.4798,,
34348,,3,2,,KELP,,0,,,3559,JOHNST,,2825832,76713.9197,2006.4741,,
34355,,0,3,,,,0,,,,,,2825833,570.3966,87.751,,
34357,,0,3,,,,0,,,,,,2825834,172.193,49.7253,,
34359,,0,3,,,,0,,,,,,2825835,170.8764,49.7042,,
34361,,0,3,,,,0,,,,,,2825836,862.1854,116.431,,
34364,,0,4,,,,0,,,CH3539,NSOG2,,2825837,1328.8238,1293.9537,,
34366,,3,4,,KELP,,0,,,"3538, 3539",JOHNST,,2825838,373794.3934,13222.0796,,
34367,,3,5,,KELP,,0,,,"3538, 3539",JOHNST,,2825839,1882.0603,323.0203,,
34368,,0,3,,KELP,,0,,,CH3683,WCVI,,2825840,87253.2844,1116.2988,,
34370,,0,3,,,,0,,,,,,2825841,246.6887,61.015,,
34371,,0,3,,,,0,,,,,,2825842,179.9946,53.9002,,
34373,,0,3,,,,0,,,,,,2825843,483.2013,88.0769,,
36189,,0,5,Nootka Island,KELP,Giant Kelp,389,Low,,CH3662,WCVI,,2826022,36484.5098,1781.1179,,
36190,,0,3,Nootka Island,,Giant Kelp,51,High,,,NOOTKA,,2826023,4773.108,478.5823,,
36192,,0,3,Nootka Island,,Giant Kelp,87,Low,,,NOOTKA,,2826024,7522.1438,619.8583,,
37009,,0,3,Hesquiat Peninsula,,Mixed,390,Low,,,NOOTKA,,2826025,51949.6605,1148.7974,,
37010,,0,3,Hesquiat Peninsula,,Giant Kelp,7,High,,,NOOTKA,,2826026,666.4807,123.3702,,
37011,,0,3,Hesquiat Peninsula,,Giant Kelp,5,High,,,NOOTKA,,2826027,292.7501,68.1887,,
37012,,0,5,Hesquiat Peninsula,KELP,Mixed,30,Low,,CH3640,WCVI,,2826028,4203.9338,260.796,,
35359,,0,3,,KELP,,0,,,CH3663,WCVI,,2826202,90512.5013,1467.9719,,
35360,,0,3,,,,0,,,,,,2826203,99.1354,37.4732,,
35362,,0,3,Nuchatlitz Inlet,,Giant Kelp,9,High,,,NOOTKA,,2826204,909.4474,126.6189,,
35363,,0,3,Nuchatlitz Inlet,,Giant Kelp,5,Low,,,NOOTKA,,2826205,522.2248,84.0502,,
35364,,0,3,Nuchatlitz Inlet,,Giant Kelp,34,Low,,,NOOTKA,,2826206,3202.944,529.8662,,
35366,,0,3,Nuchatlitz Inlet,,Giant Kelp,24,High,,,NOOTKA,,2826207,2256.596,214.6144,,
35367,,0,3,,,,0,,,,,,2826208,161.0326,48.9513,,
35369,,0,3,Nuchatlitz Inlet,,Giant Kelp,7,High,,,NOOTKA,,2826209,690.6173,151.8381,,
35371,,0,3,Nuchatlitz Inlet,,Giant Kelp,6,High,,,NOOTKA,,2826210,566.1179,88.2417,,
35373,,0,3,Nuchatlitz Inlet,,Giant Kelp,7,High,,,NOOTKA,,2826211,717.5314,100.498,,
35374,,0,3,Nuchatlitz Inlet,,Giant Kelp,3,Low,,,NOOTKA,,2826212,346.4767,71.2894,,
35375,,0,3,,,,0,,,,,,2826213,152.9199,49.0312,,
35376,,0,3,Nuchatlitz Inlet,,Giant Kelp,18,Low,,,NOOTKA,,2826214,1763.6467,168.4185,,
35378,,0,3,,,,0,,,,,,2826215,134.9861,45.5187,,
34632,,3,3,,KELP,,0,,,CH3539,NSOG2,,2826411,629023.4719,3981.1391,,
34633,,0,3,,KELP,,0,,,CH3683,WCVI,,2826412,50136.3508,818.2873,,
34634,,0,3,,KELP,,0,,,CH3683,WCVI,,2826413,59411.7874,1471.5282,,
34635,,3,4,,KELP,,0,,,"3538, 3539",JOHNST,,2826414,5382.5374,4056.4199,,
34638,,0,3,,KELP,,0,,,CH3683,WCVI,,2826415,26125.6729,703.5454,,
34639,,0,3,,,,0,,,,,,2826416,649.2364,129.9906,,
34642,,0,3,,KELP,,0,,,CH3683,WCVI,,2826417,29757.6327,718.3374,,
34374,,0,3,,KELP,,0,,,CH3683,WCVI,,2825844,162562.2305,2164.4226,,
34376,,3,4,,KELP,,0,,,"3538, 3539",JOHNST,,2825845,497.6781,892.6316,,
34377,,0,4,,,,0,,,CH3539,NSOG2,,2825846,463.6041,979.2323,,
34379,,3,5,,KELP,,0,,,"3538, 3539",JOHNST,,2825847,37.5127,37.6813,,
34380,,0,4,,,,0,,,CH3539,NSOG2,,2825848,981.443,589.6096,,
34381,,0,4,,,,0,,,CH3539,NSOG2,,2825849,1130.9064,995.847,,
34382,,3,4,,KELP,,0,,,CH3539,NSOG2,,2825850,840041.355,7545.704,,
34384,,0,3,,KELP,,0,,,CH3683,WCVI,,2825851,26878.957,598.7193,,
34386,,0,4,,,,0,,,CH3539,NSOG2,,2825852,371.3462,681.142,,
34387,,0,3,,KELP,,0,,,CH3683,WCVI,,2825853,31603.8316,681.8629,,
34389,,0,3,,KELP,,0,,,CH3683,WCVI,,2825854,174490.0418,1640.6423,,
34391,,0,4,,,,0,,,CH3539,NSOG2,,2825855,1402.5911,842.2784,,
34393,,3,4,,KELP,,0,,,"3538, 3539",JOHNST,,2825856,148.6441,272.5698,,
37014,,0,3,Hesquiat Peninsula,,Mixed,13,High,,,NOOTKA,,2826029,1272.123,151.3319,,
37015,,0,5,Hesquiat Peninsula,KELP,Giant Kelp,5,High,,CH3640,WCVI,,2826030,186.4178,62.5269,,
37016,,0,3,Hesquiat Peninsula,,Giant Kelp,66,Low,,,NOOTKA,,2826031,6251.2136,404.1874,,
37021,,0,5,Hesquiat Peninsula,KELP,Giant Kelp,93,High,,CH3640,WCVI,,2826032,8786.3368,570.1587,,
37022,,0,5,Hesquiat Peninsula,KELP,Giant Kelp,13,Low,,CH3640,WCVI,,2826033,1225.9904,126.4851,,
37025,,0,3,Hesquiat Peninsula,,Giant Kelp,51,Low,,,NOOTKA,,2826034,4792.3735,337.3913,,
37026,,0,3,Hesquiat Peninsula,,Mixed,44,Low,,,NOOTKA,,2826035,6004.3492,324.956,,
37028,,0,3,Hesquiat Peninsula,,Mixed,32,Low,,,NOOTKA,,2826036,4448.0261,401.576,,
37029,,0,5,Hesquiat Peninsula,KELP,Mixed,43,High,,CH3640,WCVI,,2826037,1226.7774,207.1737,,
37032,,0,3,Hesquiat Peninsula,,Mixed,4,Low,,,NOOTKA,,2826038,660.5451,102.4932,,
37033,,0,3,Hesquiat Peninsula,,Mixed,20,High,,,NOOTKA,,2826039,1988.5546,188.4322,,
37034,,0,5,Hesquiat Peninsula,KELP,Giant Kelp,3,Low,,CH3640,WCVI,,2826040,302.2016,66.2881,,
35381,,0,3,,,,0,,,,,,2826216,443.3319,82.2425,,
35382,,0,3,,,,0,,,,,,2826217,168.5135,53.8097,,
35384,,0,3,Nuchatlitz Inlet,,Giant Kelp,31,Low,,,NOOTKA,,2826218,2916.7721,291.583,,
35386,,0,3,Nuchatlitz Inlet,,Giant Kelp,7,Low,,,NOOTKA,,2826219,660.1203,100.5949,,
35388,,0,3,Nuchatlitz Inlet,,Giant Kelp,8,High,,,NOOTKA,,2826220,777.3224,117.3113,,
35389,,0,3,Nuchatlitz Inlet,,Giant Kelp,21,High,,,NOOTKA,,2826221,2065.0916,258.8259,,
35391,,0,3,Nuchatlitz Inlet,,Giant Kelp,32,High,,,NOOTKA,,2826222,3020.4166,271.656,,
35392,,0,3,Nuchatlitz Inlet,,Giant Kelp,8,High,,,NOOTKA,,2826223,750.6197,111.0677,,
35399,,0,3,Nuchatlitz Inlet,,Giant Kelp,97,Low,,,NOOTKA,,2826224,9078.3256,613.1319,,
35400,,0,3,Nuchatlitz Inlet,,Giant Kelp,17,Low,,,NOOTKA,,2826225,1659.4153,155.3303,,
35404,,0,3,Nuchatlitz Inlet,,Giant Kelp,3,Low,,,NOOTKA,,2826226,309.1287,77.1004,,
35405,,0,3,Nuchatlitz Inlet,,Giant Kelp,17,High,,,NOOTKA,,2826227,1641.8415,199.395,,
35408,,0,3,Nuchatlitz Inlet,,Giant Kelp,13,High,,,NOOTKA,,2826228,1259.2596,199.817,,
34644,,3,4,,KELP,,0,,,"3538, 3539",JOHNST,,2826418,0.3797,67.2428,,
34648,,0,3,,KELP,,0,,,CH3682,WCVI,,2826419,173067.8123,3406.2911,,
35465,,0,3,Nuchatlitz Inlet,,Bull Kelp,4,Low,,,NOOTKA,,2826420,1582.3938,200.0027,,
35467,,0,3,,KELP,,0,,,CH3663,WCVI,,2826421,156800.7614,2264.6221,,
35471,,0,3,Nuchatlitz Inlet,,Giant Kelp,36,Low,,,NOOTKA,,2826422,55.7197,48.1486,,
35472,,0,3,Nuchatlitz Inlet,KELP,Giant Kelp,36,Low,,CH3663,WCVI,,2826423,3382.6799,261.7833,,
35474,,0,3,Nuchatlitz Inlet,,Giant Kelp,3,Low,,,NOOTKA,,2826424,339.451,69.3073,,
35477,,0,3,Nuchatlitz Inlet,,Mixed,10,Low,,,NOOTKA,,2826425,1369.9074,156.0468,,
34395,,0,3,,KELP,,0,,,CH3683,WCVI,,2825857,37519.9128,730.5327,,
34396,,0,4,,,,0,,,CH3539,NSOG2,,2825858,2.3361,17.2588,,
34398,,0,4,,,,0,,,CH3539,NSOG2,,2825859,0.0303,2.3203,,
35215,,0,3,Nuchatlitz Inlet,,Giant Kelp,19,High,,,NOOTKA,,2825860,1787.4932,226.7581,,
35217,,0,3,Nuchatlitz Inlet,,Giant Kelp,109,High,,,NOOTKA,,2825861,10241.8797,581.0665,,
35219,,0,3,Nuchatlitz Inlet,,Giant Kelp,42,Low,,,NOOTKA,,2825862,4015.7615,389.0689,,
35220,,0,3,Nuchatlitz Inlet,,Giant Kelp,56,Low,,,NOOTKA,,2825863,5337.5931,434.4255,,
35225,,0,3,Nuchatlitz Inlet,,Giant Kelp,36,Low,,,NOOTKA,,2825864,3418.8032,238.4191,,
35226,,0,3,Nuchatlitz Inlet,,Giant Kelp,100,High,,,NOOTKA,,2825865,9352.7398,542.5357,,
35227,,0,3,Nuchatlitz Inlet,,Giant Kelp,8,High,,,NOOTKA,,2825866,772.7655,108.1719,,
35232,,0,3,Nuchatlitz Inlet,,Giant Kelp,12,Low,,,NOOTKA,,2825867,1127.4276,153.437,,
35233,,0,3,Nuchatlitz Inlet,,Giant Kelp,7,High,,,NOOTKA,,2825868,659.9382,97.4227,,
35234,,0,3,Nuchatlitz Inlet,,Giant Kelp,36,Low,,,NOOTKA,,2825869,3408.0902,290.8332,,
37036,,0,3,Hesquiat Peninsula,,Giant Kelp,39,Low,,,NOOTKA,,2826041,3698.289,374.541,,
37041,,0,3,,,,0,,,,,,2826042,101.5235,46.0277,,
37042,,0,5,Hesquiat Peninsula,KELP,Mixed,246,Low,,CH3640,WCVI,,2826043,472.9937,90.4713,,
37045,,0,5,Hesquiat Peninsula,KELP,Mixed,246,Low,,CH3640,WCVI,,2826044,154.4819,60.2016,,
37050,,0,3,Hesquiat Peninsula,,Giant Kelp,13,High,,,NOOTKA,,2826045,1257.3793,158.5608,,
37052,,0,5,Hesquiat Peninsula,KELP,Bull Kelp,96,Low,,CH3640,WCVI,,2826046,26911.7022,1108.2904,,
37054,,0,3,Hesquiat Peninsula,,Giant Kelp,233,Low,,,NOOTKA,,2826047,9596.3609,692.7916,,
37058,,0,3,Hesquiat Peninsula,,Mixed,7,Low,,,NOOTKA,,2826048,722.8387,152.9193,,
35410,,0,3,Nuchatlitz Inlet,,Giant Kelp,43,High,,,NOOTKA,,2826229,4125.8518,414.6507,,
35411,,0,3,Nuchatlitz Inlet,,Giant Kelp,17,Low,,,NOOTKA,,2826230,1614.3778,182.6338,,
35413,,0,3,Nuchatlitz Inlet,,Giant Kelp,41,Low,,,NOOTKA,,2826231,3920.347,262.1038,,
36250,,0,3,Nootka Sound,,Giant Kelp,10,Low,,,NOOTKA,,2826232,940.9537,129.2194,,
36251,,0,3,,,,0,,,,,,2826233,649.3516,97.4344,,
36252,,0,3,,,,0,,,,,,2826234,687.9383,96.5322,,
36255,,0,3,,,,0,,,,,,2826235,1345.4619,138.658,,
36257,,0,3,,,,0,,,,,,2826236,1322.8472,160.8496,,
36258,,0,3,Nootka Sound,,Giant Kelp,13,Low,,,NOOTKA,,2826237,1306.8385,190.2288,,
36260,,0,3,Nootka Sound,,Giant Kelp,6,Low,,,NOOTKA,,2826238,632.9997,98.7641,,
36262,,0,3,Nootka Sound,,Giant Kelp,4,Low,,,NOOTKA,,2826239,421.0764,121.0063,,
36263,,0,3,Nootka Sound,,Giant Kelp,2,High,,,NOOTKA,,2826240,220.6192,64.8646,,
36264,,0,3,Nootka Sound,,Giant Kelp,1,Low,,,NOOTKA,,2826241,181.6736,61.0299,,
36265,,0,3,Nootka Sound,,Giant Kelp,2,Low,,,NOOTKA,,2826242,217.1624,62.8347,,
36266,,0,3,Nootka Sound,,Giant Kelp,6,Low,,,NOOTKA,,2826243,643.5422,103.0673,,
36267,,0,3,Nootka Sound,,Giant Kelp,1,High,,,NOOTKA,,2826244,108.1094,51.0852,,
36272,,0,3,Nootka Sound,,Giant Kelp,11,Low,,,NOOTKA,,2826245,1110.2047,141.3465,,
36273,,0,3,Nootka Sound,,Giant Kelp,4,Low,,,NOOTKA,,2826246,434.5437,85.5905,,
35481,,0,3,Nuchatlitz Inlet,,Bull Kelp,2,Low,,,NOOTKA,,2826426,906.7205,154.7269,,
35483,,0,3,Nuchatlitz Inlet,,Bull Kelp,3,Low,,,NOOTKA,,2826427,1183.2535,137.2657,,
35486,,0,3,Nuchatlitz Inlet,,Bull Kelp,4,High,,,NOOTKA,,2826428,432.7378,85.3172,,
35488,,0,3,Nuchatlitz Inlet,,Bull Kelp,3,High,,,NOOTKA,,2826429,327.8043,82.3411,,
35489,,0,3,Nuchatlitz Inlet,,Bull Kelp,1,Low,,,NOOTKA,,2826430,608.4342,128.2834,,
35490,,0,3,,,,0,,,,,,2826431,262.857,62.5813,,
35493,,0,3,,,,0,,,,,,2826432,179.1659,51.4382,,
35494,,0,3,Nuchatlitz Inlet,,Bull Kelp,1,Low,,,NOOTKA,,2826433,481.7704,84.7018,,
35497,,0,3,Nuchatlitz Inlet,,Bull Kelp,0,Low,,,NOOTKA,,2826434,298.6456,65.4886,,
35499,,0,3,Nuchatlitz Inlet,,Mixed,32,High,,,NOOTKA,,2826435,3074.2601,321.1123,,
35500,,0,3,Nuchatlitz Inlet,,Mixed,37,Low,,,NOOTKA,,2826436,5135.982,394.371,,
35501,,0,3,Nuchatlitz Inlet,,Bull Kelp,3,Low,,,NOOTKA,,2826437,991.6369,118.8911,,
35502,,0,3,Nuchatlitz Inlet,,Mixed,42,Low,,,NOOTKA,,2826438,5821.3198,486.7432,,
35503,,0,3,Nuchatlitz Inlet,,Giant Kelp,13,High,,,NOOTKA,,2826439,1298.8293,141.2442,,
35506,,0,3,Nuchatlitz Inlet,,Mixed,5,High,,,NOOTKA,,2826440,513.7751,98.483,,
35235,,0,3,Nuchatlitz Inlet,,Giant Kelp,146,High,,,NOOTKA,,2825870,13705.6858,1218.4991,,
35237,,0,3,Nuchatlitz Inlet,,Giant Kelp,42,Low,,,NOOTKA,,2825871,3937.3472,416.8449,,
35238,,0,3,,,,0,,,,,,2825872,2801.2594,207.0319,,
35240,,0,3,Nuchatlitz Inlet,,Giant Kelp,5,Low,,,NOOTKA,,2825873,519.4642,93.5233,,
35241,,0,3,,,,0,,,,,,2825874,47.1532,28.8774,,
35242,,0,3,Nuchatlitz Inlet,,Giant Kelp,8,High,,,NOOTKA,,2825875,768.7875,112.7549,,
35243,,0,3,Nuchatlitz Inlet,,Giant Kelp,9,Low,,,NOOTKA,,2825876,884.5589,162.0728,,
35244,,0,3,,,,0,,,,,,2825877,2438.8035,205.01,,
37059,,0,3,,,,0,,,,,,2826049,17423.0561,1628.282,,
34445,,0,4,,,Bull Kelp,0,,,CH3539,NSOG2,,2826050,132.3255,263.4891,,
34446,,3,5,,KELP,,0,,,"3538, 3539",JOHNST,,2826051,1063.3904,196.1216,,
34447,,0,3,,,,0,,,,,,2826052,434.0865,82.9639,,
34449,,0,3,,,,0,,,,,,2826053,253.9895,69.3602,,
34451,,0,3,,,,0,,,,,,2826054,192.7526,53.5567,,
34455,,0,3,,,,0,,,,,,2826055,626.4708,117.9357,,
34457,,0,3,,,,0,,,,,,2826056,1039.1027,123.9421,,
34459,,0,4,,,,0,,,CH3539,NSOG2,,2826057,5498.7912,3516.1639,,
34460,,0,3,,,,0,,,,,,2826058,595.0052,110.0987,,
34461,,3,4,,KELP,Bull Kelp,0,,,"3538, 3539",NSOG1,,2826059,1.1102,12.1714,,
34463,,0,3,,,,0,,,,,,2826060,505.6023,82.2919,,
34464,,0,3,,,,0,,,,,,2826061,205.331,53.5351,,
36274,,0,3,Nootka Sound,,Giant Kelp,2,Low,,,NOOTKA,,2826247,200.5414,52.6798,,
36276,,0,3,Nootka Sound,,Giant Kelp,3,Low,,,NOOTKA,,2826248,305.7945,63.4049,,
36277,,0,3,Nootka Sound,,Giant Kelp,7,Low,,,NOOTKA,,2826249,746.2495,105.4772,,
36278,,0,3,Nootka Sound,,Giant Kelp,21,Low,,,NOOTKA,,2826250,2020.4613,201.5375,,
36279,,0,3,Nootka Sound,,Giant Kelp,11,Low,,,NOOTKA,,2826251,1065.6612,160.8639,,
36282,,0,3,Nootka Sound,,Giant Kelp,4,Low,,,NOOTKA,,2826252,407.7775,78.1617,,
36284,,0,3,Nootka Sound,,Giant Kelp,1,Low,,,NOOTKA,,2826253,165.2355,48.2983,,
36286,,0,3,,,,0,,,,,,2826254,168.6617,62.5546,,
36287,,0,3,Nootka Sound,,Bull Kelp,5,Low,,,NOOTKA,,2826255,1631.2541,173.9145,,
36288,,0,3,Nootka Sound,,Bull Kelp,12,Low,,,NOOTKA,,2826256,3358.5813,256.5808,,
36290,,0,3,Nootka Sound,,Giant Kelp,10,Low,,,NOOTKA,,2826257,970.0544,158.9027,,
36293,,0,3,Nootka Sound,,Bull Kelp,6,Low,,,NOOTKA,,2826258,1780.4906,158.3375,,
36295,,0,3,Nootka Sound,,Bull Kelp,2,Low,,,NOOTKA,,2826259,653.5913,107.2231,,
36296,,0,3,Nootka Sound,,Bull Kelp,6,Low,,,NOOTKA,,2826260,1883.4277,291.0517,,
36299,,0,3,Nootka Sound,,Bull Kelp,2,Low,,,NOOTKA,,2826261,625.1191,99.7209,,
36300,,0,3,Nootka Sound,,Bull Kelp,10,Low,,,NOOTKA,,2826262,2996.7659,258.831,,
36301,,0,3,Nootka Sound,,Bull Kelp,1,High,,,NOOTKA,,2826263,126.8113,46.4838,,
35507,,0,3,Nuchatlitz Inlet,,Giant Kelp,114,Low,,,NOOTKA,,2826441,10758.2733,1255.4392,,
35508,,0,3,Nuchatlitz Inlet,,Bull Kelp,1,Low,,,NOOTKA,,2826442,620.1043,93.5482,,
35510,,0,3,Nuchatlitz Inlet,,Bull Kelp,13,Low,,,NOOTKA,,2826443,4454.231,285.6538,,
35514,,0,3,,,,0,,,,,,2826444,275.7036,90.97,,
35517,,0,3,Nuchatlitz Inlet,,Giant Kelp,5,Low,,,NOOTKA,,2826445,494.4324,85.2784,,
35518,,0,3,Nuchatlitz Inlet,,Bull Kelp,2,Low,,,NOOTKA,,2826446,824.4028,114.8907,,
35520,,0,3,Nuchatlitz Inlet,,Bull Kelp,7,Low,,,NOOTKA,,2826447,2073.5715,182.1265,,
35521,,0,3,Nuchatlitz Inlet,,Giant Kelp,86,Low,,,NOOTKA,,2826448,8101.4991,479.615,,
35522,,0,3,Nuchatlitz Inlet,,Mixed,20,Low,,,NOOTKA,,2826449,2773.6189,201.1748,,
35523,,0,3,Nuchatlitz Inlet,,Mixed,32,Low,,,NOOTKA,,2826450,4464.8462,274.8039,,
35245,,0,3,Nuchatlitz Inlet,,Mixed,472,Low,,,NOOTKA,,2825878,64807.0067,2509.3453,,
